50,0.05
100,0.1
110,0.1
120,0.1
130,0.1
140,0.1
150,0.1
160,0.1
170,0.1
180,0.1
190,0.1
200,0.1
210,0.1
220,0.1
230,0.1
240,0.1
250,0.1
260,0.1
270,0.1
280,0.1
290,0.1
300,0.1
310,0.1
320,0.1
330,0.1
340,0.1
350,0.1
360,0.1
370,0.1
380,0.1
390,0.1
400,0.1
410,0.1
420,0.1
430,0.1
440,0.1
450,0.1
460,0.1
470,0.1
480,0.1
490,0.1
500,0.1
510,0.1
520,0.1
530,0.1
540,0.1
550,0.1
560,0.1
570,0.1
580,0.1
590,0.1
600,0.1
610,0.1
620,0.1
630,0.1
640,0.1
650,0.1
660,0.1
670,0.1
680,0.1
690,0.1
700,0.1
710,0.1
720,0.1
730,0.1
740,0.1
750,0.1
760,0.1
770,0.1
780,0.1
790,0.1
800,0.1
810,0.1
820,0.1
830,0.1
840,0.1
850,0.1
860,0.1
870,0.1
880,0.1
890,0.1
900,0.1
910,0.1
920,0.1
930,0.1
940,0.1
950,0.1
960,0.1
970,0.1
980,0.1
990,0.1
1000,0.1
100,0.11
110,0.11
120,0.11
130,0.11
140,0.11
150,0.11
160,0.11
170,0.11
180,0.11
190,0.11
200,0.11
210,0.11
220,0.11
230,0.11
240,0.11
250,0.11
260,0.11
270,0.11
280,0.11
290,0.11
300,0.11
310,0.11
320,0.11
330,0.11
340,0.11
350,0.11
360,0.11
370,0.11
380,0.11
390,0.11
400,0.11
410,0.11
420,0.11
430,0.11
440,0.11
450,0.11
460,0.11
470,0.11
480,0.11
490,0.11
500,0.11
510,0.11
520,0.11
530,0.11
540,0.11
550,0.11
560,0.11
570,0.11
580,0.11
590,0.11
600,0.11
610,0.11
620,0.11
630,0.11
640,0.11
650,0.11
660,0.11
670,0.11
680,0.11
690,0.11
700,0.11
710,0.11
720,0.11
730,0.11
740,0.11
750,0.11
760,0.11
770,0.11
780,0.11
790,0.11
800,0.11
810,0.11
820,0.11
830,0.11
840,0.11
850,0.11
860,0.11
870,0.11
880,0.11
890,0.11
900,0.11
910,0.11
920,0.11
930,0.11
940,0.11
950,0.11
960,0.11
970,0.11
980,0.11
990,0.11
1000,0.11
100,0.12
110,0.12
120,0.12
130,0.12
140,0.12
150,0.12
160,0.12
170,0.12
180,0.12
190,0.12
200,0.12
210,0.12
220,0.12
230,0.12
240,0.12
250,0.12
260,0.12
270,0.12
280,0.12
290,0.12
300,0.12
310,0.12
320,0.12
330,0.12
340,0.12
350,0.12
360,0.12
370,0.12
380,0.12
390,0.12
400,0.12
410,0.12
420,0.12
430,0.12
440,0.12
450,0.12
460,0.12
470,0.12
480,0.12
490,0.12
500,0.12
510,0.12
520,0.12
530,0.12
540,0.12
550,0.12
560,0.12
570,0.12
580,0.12
590,0.12
600,0.12
610,0.12
620,0.12
630,0.12
640,0.12
650,0.12
660,0.12
670,0.12
680,0.12
690,0.12
700,0.12
710,0.12
720,0.12
730,0.12
740,0.12
750,0.12
760,0.12
770,0.12
780,0.12
790,0.12
800,0.12
810,0.12
820,0.12
830,0.12
840,0.12
850,0.12
860,0.12
870,0.12
880,0.12
890,0.12
900,0.12
910,0.12
920,0.12
930,0.12
940,0.12
950,0.12
960,0.12
970,0.12
980,0.12
990,0.12
1000,0.12
100,0.13
110,0.13
120,0.13
130,0.13
140,0.13
150,0.13
160,0.13
170,0.13
180,0.13
190,0.13
200,0.13
210,0.13
220,0.13
230,0.13
240,0.13
250,0.13
260,0.13
270,0.13
280,0.13
290,0.13
300,0.13
310,0.13
320,0.13
330,0.13
340,0.13
350,0.13
360,0.13
370,0.13
380,0.13
390,0.13
400,0.13
410,0.13
420,0.13
430,0.13
440,0.13
450,0.13
460,0.13
470,0.13
480,0.13
490,0.13
500,0.13
510,0.13
520,0.13
530,0.13
540,0.13
550,0.13
560,0.13
570,0.13
580,0.13
590,0.13
600,0.13
610,0.13
620,0.13
630,0.13
640,0.13
650,0.13
660,0.13
670,0.13
680,0.13
690,0.13
700,0.13
710,0.13
720,0.13
730,0.13
740,0.13
750,0.13
760,0.13
770,0.13
780,0.13
790,0.13
800,0.13
810,0.13
820,0.13
830,0.13
840,0.13
850,0.13
860,0.13
870,0.13
880,0.13
890,0.13
900,0.13
910,0.13
920,0.13
930,0.13
940,0.13
950,0.13
960,0.13
970,0.13
980,0.13
990,0.13
1000,0.13
100,0.14
110,0.14
120,0.14
130,0.14
140,0.14
150,0.14
160,0.14
170,0.14
180,0.14
190,0.14
200,0.14
210,0.14
220,0.14
230,0.14
240,0.14
250,0.14
260,0.14
270,0.14
280,0.14
290,0.14
300,0.14
310,0.14
320,0.14
330,0.14
340,0.14
350,0.14
360,0.14
370,0.14
380,0.14
390,0.14
400,0.14
410,0.14
420,0.14
430,0.14
440,0.14
450,0.14
460,0.14
470,0.14
480,0.14
490,0.14
500,0.14
510,0.14
520,0.14
530,0.14
540,0.14
550,0.14
560,0.14
570,0.14
580,0.14
590,0.14
600,0.14
610,0.14
620,0.14
630,0.14
640,0.14
650,0.14
660,0.14
670,0.14
680,0.14
690,0.14
700,0.14
710,0.14
720,0.14
730,0.14
740,0.14
750,0.14
760,0.14
770,0.14
780,0.14
790,0.14
800,0.14
810,0.14
820,0.14
830,0.14
840,0.14
850,0.14
860,0.14
870,0.14
880,0.14
890,0.14
900,0.14
910,0.14
920,0.14
930,0.14
940,0.14
950,0.14
960,0.14
970,0.14
980,0.14
990,0.14
1000,0.14
100,0.15
110,0.15
120,0.15
130,0.15
140,0.15
150,0.15
160,0.15
170,0.15
180,0.15
190,0.15
200,0.15
210,0.15
220,0.15
230,0.15
240,0.15
250,0.15
260,0.15
270,0.15
280,0.15
290,0.15
300,0.15
310,0.15
320,0.15
330,0.15
340,0.15
350,0.15
360,0.15
370,0.15
380,0.15
390,0.15
400,0.15
410,0.15
420,0.15
430,0.15
440,0.15
450,0.15
460,0.15
470,0.15
480,0.15
490,0.15
500,0.15
510,0.15
520,0.15
530,0.15
540,0.15
550,0.15
560,0.15
570,0.15
580,0.15
590,0.15
600,0.15
610,0.15
620,0.15
630,0.15
640,0.15
650,0.15
660,0.15
670,0.15
680,0.15
690,0.15
700,0.15
710,0.15
720,0.15
730,0.15
740,0.15
750,0.15
760,0.15
770,0.15
780,0.15
790,0.15
800,0.15
810,0.15
820,0.15
830,0.15
840,0.15
850,0.15
860,0.15
870,0.15
880,0.15
890,0.15
900,0.15
910,0.15
920,0.15
930,0.15
940,0.15
950,0.15
960,0.15
970,0.15
980,0.15
990,0.15
1000,0.15
100,0.16
110,0.16
120,0.16
130,0.16
140,0.16
150,0.16
160,0.16
170,0.16
180,0.16
190,0.16
200,0.16
210,0.16
220,0.16
230,0.16
240,0.16
250,0.16
260,0.16
270,0.16
280,0.16
290,0.16
300,0.16
310,0.16
320,0.16
330,0.16
340,0.16
350,0.16
360,0.16
370,0.16
380,0.16
390,0.16
400,0.16
410,0.16
420,0.16
430,0.16
440,0.16
450,0.16
460,0.16
470,0.16
480,0.16
490,0.16
500,0.16
510,0.16
520,0.16
530,0.16
540,0.16
550,0.16
560,0.16
570,0.16
580,0.16
590,0.16
600,0.16
610,0.16
620,0.16
630,0.16
640,0.16
650,0.16
660,0.16
670,0.16
680,0.16
690,0.16
700,0.16
710,0.16
720,0.16
730,0.16
740,0.16
750,0.16
760,0.16
770,0.16
780,0.16
790,0.16
800,0.16
810,0.16
820,0.16
830,0.16
840,0.16
850,0.16
860,0.16
870,0.16
880,0.16
890,0.16
900,0.16
910,0.16
920,0.16
930,0.16
940,0.16
950,0.16
960,0.16
970,0.16
980,0.16
990,0.16
1000,0.16
100,0.17
110,0.17
120,0.17
130,0.17
140,0.17
150,0.17
160,0.17
170,0.17
180,0.17
190,0.17
200,0.17
210,0.17
220,0.17
230,0.17
240,0.17
250,0.17
260,0.17
270,0.17
280,0.17
290,0.17
300,0.17
310,0.17
320,0.17
330,0.17
340,0.17
350,0.17
360,0.17
370,0.17
380,0.17
390,0.17
400,0.17
410,0.17
420,0.17
430,0.17
440,0.17
450,0.17
460,0.17
470,0.17
480,0.17
490,0.17
500,0.17
510,0.17
520,0.17
530,0.17
540,0.17
550,0.17
560,0.17
570,0.17
580,0.17
590,0.17
600,0.17
610,0.17
620,0.17
630,0.17
640,0.17
650,0.17
660,0.17
670,0.17
680,0.17
690,0.17
700,0.17
710,0.17
720,0.17
730,0.17
740,0.17
750,0.17
760,0.17
770,0.17
780,0.17
790,0.17
800,0.17
810,0.17
820,0.17
830,0.17
840,0.17
850,0.17
860,0.17
870,0.17
880,0.17
890,0.17
900,0.17
910,0.17
920,0.17
930,0.17
940,0.17
950,0.17
960,0.17
970,0.17
980,0.17
990,0.17
1000,0.17
100,0.18
110,0.18
120,0.18
130,0.18
140,0.18
150,0.18
160,0.18
170,0.18
180,0.18
190,0.18
200,0.18
210,0.18
220,0.18
230,0.18
240,0.18
250,0.18
260,0.18
270,0.18
280,0.18
290,0.18
300,0.18
310,0.18
320,0.18
330,0.18
340,0.18
350,0.18
360,0.18
370,0.18
380,0.18
390,0.18
400,0.18
410,0.18
420,0.18
430,0.18
440,0.18
450,0.18
460,0.18
470,0.18
480,0.18
490,0.18
500,0.18
510,0.18
520,0.18
530,0.18
540,0.18
550,0.18
560,0.18
570,0.18
580,0.18
590,0.18
600,0.18
610,0.18
620,0.18
630,0.18
640,0.18
650,0.18
660,0.18
670,0.18
680,0.18
690,0.18
700,0.18
710,0.18
720,0.18
730,0.18
740,0.18
750,0.18
760,0.18
770,0.18
780,0.18
790,0.18
800,0.18
810,0.18
820,0.18
830,0.18
840,0.18
850,0.18
860,0.18
870,0.18
880,0.18
890,0.18
900,0.18
910,0.18
920,0.18
930,0.18
940,0.18
950,0.18
960,0.18
970,0.18
980,0.18
990,0.18
1000,0.18
100,0.19
110,0.19
120,0.19
130,0.19
140,0.19
150,0.19
160,0.19
170,0.19
180,0.19
190,0.19
200,0.19
210,0.19
220,0.19
230,0.19
240,0.19
250,0.19
260,0.19
270,0.19
280,0.19
290,0.19
300,0.19
310,0.19
320,0.19
330,0.19
340,0.19
350,0.19
360,0.19
370,0.19
380,0.19
390,0.19
400,0.19
410,0.19
420,0.19
430,0.19
440,0.19
450,0.19
460,0.19
470,0.19
480,0.19
490,0.19
500,0.19
510,0.19
520,0.19
530,0.19
540,0.19
550,0.19
560,0.19
570,0.19
580,0.19
590,0.19
600,0.19
610,0.19
620,0.19
630,0.19
640,0.19
650,0.19
660,0.19
670,0.19
680,0.19
690,0.19
700,0.19
710,0.19
720,0.19
730,0.19
740,0.19
750,0.19
760,0.19
770,0.19
780,0.19
790,0.19
800,0.19
810,0.19
820,0.19
830,0.19
840,0.19
850,0.19
860,0.19
870,0.19
880,0.19
890,0.19
900,0.19
910,0.19
920,0.19
930,0.19
940,0.19
950,0.19
960,0.19
970,0.19
980,0.19
990,0.19
1000,0.19
100,0.2
110,0.2
120,0.2
130,0.2
140,0.2
150,0.2
160,0.2
170,0.2
180,0.2
190,0.2
200,0.2
210,0.2
220,0.2
230,0.2
240,0.2
250,0.2
260,0.2
270,0.2
280,0.2
290,0.2
300,0.2
310,0.2
320,0.2
330,0.2
340,0.2
350,0.2
360,0.2
370,0.2
380,0.2
390,0.2
400,0.2
410,0.2
420,0.2
430,0.2
440,0.2
450,0.2
460,0.2
470,0.2
480,0.2
490,0.2
500,0.2
510,0.2
520,0.2
530,0.2
540,0.2
550,0.2
560,0.2
570,0.2
580,0.2
590,0.2
600,0.2
610,0.2
620,0.2
630,0.2
640,0.2
650,0.2
660,0.2
670,0.2
680,0.2
690,0.2
700,0.2
710,0.2
720,0.2
730,0.2
740,0.2
750,0.2
760,0.2
770,0.2
780,0.2
790,0.2
800,0.2
810,0.2
820,0.2
830,0.2
840,0.2
850,0.2
860,0.2
870,0.2
880,0.2
890,0.2
900,0.2
910,0.2
920,0.2
930,0.2
940,0.2
950,0.2
960,0.2
